system   D            wsystem.c:583  maybe_parent_dir                 [   0.00333] Also searching C:\Users\Marcin\Desktop\Reversi\
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  12.63930] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  12.65619] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  12.65625] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  12.67318] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  12.67325] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  12.68912] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  12.68918] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  12.70620] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  12.70627] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  12.72499] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  12.72505] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  12.74028] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  12.74034] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  12.75576] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  12.75583] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  12.77241] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  12.77247] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  12.78910] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  12.78917] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  12.80579] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  12.80585] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  12.82245] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  12.82252] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  12.83910] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  12.83916] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  12.85574] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  12.85581] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  12.87239] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  12.87244] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  12.88909] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  12.88915] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  12.90578] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  12.90584] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  12.92323] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  12.92328] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  12.93903] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  12.93909] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  12.95571] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  12.95577] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  12.97315] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  12.97320] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  12.98910] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  12.98916] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  13.00579] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  13.00585] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  13.02242] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  13.02248] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  13.03926] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  13.03932] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  13.05622] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  13.05628] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  13.07323] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  13.07329] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  13.08906] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  13.08912] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  13.10578] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  13.10584] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  13.12325] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  13.12331] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  13.13908] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  13.13914] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  13.15573] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  13.15579] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  13.17239] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  13.17245] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  13.18908] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  13.18914] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  13.20690] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  13.20696] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  13.22244] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  13.22251] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  13.23908] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  13.23914] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  13.25576] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  13.25582] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  13.27318] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  13.27324] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  13.28909] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  13.28915] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  13.30580] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  13.30585] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  13.32242] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  13.32248] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  13.33904] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  13.33910] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  13.35574] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  13.35580] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.29237] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.29245] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.30774] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.30780] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.32439] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.32446] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.34102] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.34108] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.35773] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.35780] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.37452] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.37459] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.39108] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.39113] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.41028] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.41034] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.42444] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.42451] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.44100] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.44106] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.45767] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.45772] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.47448] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.47454] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.49153] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.49159] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.50863] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.50870] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.52437] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.52443] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.54154] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.54160] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.55849] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.55855] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.57459] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.57465] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.59153] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.59159] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.60855] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.60860] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.62435] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.62441] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.64157] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.64163] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.65851] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.65857] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.67454] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.67461] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.69154] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.69160] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.70854] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.70860] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.72441] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.72447] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.74186] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.74192] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.75770] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.75776] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.77461] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.77467] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.79156] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.79162] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.80881] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.80887] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.82453] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.82459] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.84189] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.84195] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.85765] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.85770] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.87517] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.87523] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.89109] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.89114] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.90851] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.90856] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.92434] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.92440] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.94106] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.94112] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.95852] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.95857] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.97432] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.97437] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  16.99178] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  16.99182] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  17.00779] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  17.00785] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  17.02436] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  17.02441] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  17.04152] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  17.04158] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  17.05847] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  17.05853] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  17.07520] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  17.07525] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  17.09104] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  17.09110] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  17.11362] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  17.11368] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  17.12430] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  17.12435] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  17.14152] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  17.14157] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  17.15849] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  17.15854] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  17.17458] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  17.17464] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  17.19156] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  17.19162] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  17.20852] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  17.20858] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  17.22460] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  17.22467] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  17.24186] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  17.24192] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  17.25768] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  17.25774] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  17.27510] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  17.27515] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  17.29264] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  17.29271] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [  17.30958] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [  17.30964] _al_d3d_sync_bitmap (video) ref count == 2
